Time (s),Signal (V),Peak Time (s) ,Sample #,Type
01.412,3.395391357,,,
01.414,2.934247989,,,
01.416,2.573979733,,,
01.418,2.242532937,,,
01.420,1.968729062,,,
01.422,2.184890016,,,
01.424,2.328997319,,,
01.426,2.545158272,,,
01.428,2.97748018,,,
01.430,3.337748436,,,
01.432,3.150408943,,,
01.434,2.530747542,,,
01.436,2.184890016,,,
01.438,2.184890016,,,
01.440,2.026371983,,,
01.442,2.084014904,,,
01.444,2.084014904,,,
01.446,2.42987243,,,
01.448,2.934247989,,,
01.450,2.703676305,,,
01.452,3.049533831,,,
01.454,2.804551417,,,
01.456,2.343408049,,,
01.458,2.011961253,,,
01.460,1.867853951,,,
01.462,1.925496872,,,
01.464,1.997550523,,,
01.466,2.458693891,,,
01.468,2.818962147,,,
01.470,2.948658719,,,
01.472,3.150408943,,,
01.474,2.646033384,,,
01.476,2.040782714,,,
01.478,1.896675411,,,
01.480,1.680514458,,,
01.482,1.81021103,,,
01.484,2.170479286,,,
01.486,2.38664024,,,
01.488,2.876605068,,,
01.490,3.107176752,,,
01.492,2.97748018,,,
01.494,2.674854845,,,
01.496,2.199300746,,,
01.498,2.127247095,,,
01.500,1.766978839,,,
01.502,1.781389569,,,
01.504,2.228122207,,,
01.506,2.631622654,,,
01.508,2.674854845,,,
01.510,2.97748018,,,
01.512,2.833372877,,,
01.514,2.487515351,,,
01.516,2.112836365,,,
01.518,2.011961253,,,
01.520,1.7958003,,,
01.522,2.055193444,,,
01.524,2.184890016,,,
01.526,2.314586588,,,
01.528,2.891015798,,,
01.530,3.164819673,,,
01.532,3.380980627,,,
01.534,3.366569896,,,
01.536,2.790140687,,,
01.538,2.919837259,,,
01.540,2.891015798,,,
01.542,3.193641133,,,
01.544,3.525087929,,,
01.546,3.928588376,,,
01.548,4.75,,,
01.550,4.706767809,,,
01.552,4.087106409,,,
01.554,3.352159166,,,
01.556,2.617211924,,,
01.558,2.271354398,,,
01.560,1.896675411,,,
01.562,1.694925188,,,
01.564,2.011961253,,,
01.566,2.184890016,,,
01.568,2.156068556,,,
01.570,2.141657825,,,
01.572,2.069604174,,,
01.574,1.709335918,,,
01.576,1.622871537,,,
01.578,1.132906708,,,
01.580,1.017620866,,,
01.582,1.493174964,,,
01.584,1.766978839,,,
01.586,2.300175858,,,
01.588,2.343408049,,,
01.590,2.631622654,,,
01.592,2.573979733,,,
01.594,2.343408049,,,
01.596,2.098425635,,,
01.598,1.81021103,,,
01.600,1.622871537,,,
01.602,2.156068556,,,
01.604,2.213711477,,,
01.606,2.703676305,,,
01.608,3.02071237,,,
01.610,3.107176752,,,
01.612,2.905426528,,,
01.614,2.487515351,,,
01.616,2.084014904,,,
01.618,1.637282267,,,
01.620,1.651692997,,,
01.622,1.694925188,,,
01.624,1.968729062,,,
01.626,2.545158272,,,
01.628,3.107176752,,,
01.630,3.539498659,,,
01.632,3.121587482,,,
01.634,2.588390463,,,
01.636,2.069604174,,,
01.638,1.781389569,,,
01.640,1.939907602,,,
01.642,2.343408049,,,
01.644,2.487515351,,,
01.646,2.818962147,,,
01.648,3.063944561,,,
01.650,3.035123101,,,
01.652,2.703676305,,,
01.654,2.746908496,,,
01.656,2.040782714,,,
01.658,1.939907602,,,
01.660,1.968729062,,,
01.662,2.026371983,,,
01.664,2.458693891,,,
01.666,2.790140687,,,
01.668,2.919837259,,,
01.670,2.97748018,,,
01.672,3.00630164,,,
01.674,2.516336812,,,
01.676,2.112836365,,,
01.678,2.141657825,,,
01.680,2.213711477,,,
01.682,2.141657825,,,
01.684,2.617211924,,,
01.686,2.790140687,,,
01.688,2.934247989,,,
01.690,3.092766022,,,
01.692,2.833372877,,,
01.694,2.602801193,,,
01.696,2.242532937,,,
01.698,1.882264681,,,
01.700,2.170479286,,,
01.702,2.559569003,,,
01.704,2.963069449,,,
01.706,2.963069449,,,
01.708,3.150408943,,,
01.710,3.00630164,,,
01.712,3.193641133,,,
01.714,2.891015798,,,
01.716,2.588390463,,,
01.718,2.372229509,,,
01.720,2.084014904,,,
01.722,2.530747542,,,
01.724,2.97748018,,,
01.726,3.265694785,,,
01.728,3.380980627,,,
01.730,3.467445008,,,
01.732,3.453034278,,,
01.734,3.135998212,,,
01.736,2.948658719,,,
01.738,2.40105097,,,
01.740,2.444283161,,,
01.742,3.121587482,,,
01.744,3.179230403,,,
01.746,3.611552311,,,
01.748,3.683605962,,,
