Time (s),Signal (V),Peak Time (s) ,Sample #,Type
00.470,3.142929151,,,
00.472,3.584085855,,,
00.474,3.718008426,,,
00.476,3.812542005,,,
00.478,3.639230443,,,
00.480,3.907075584,,,
00.482,4.033120357,,,
00.484,3.970097971,,,
00.486,3.977975769,,,
00.488,4.056753752,,,
00.490,3.970097971,,,
00.492,3.938586777,,,
00.494,3.631352645,,,
00.496,3.253218327,,,
00.498,2.796306027,,,
00.500,2.733283641,,,
00.502,2.622994465,,,
00.504,2.449682903,,,
00.506,2.630872263,,,
00.508,2.607238869,,,
00.510,2.686016851,,,
00.512,2.843572817,,,
00.514,2.512705289,,,
00.516,2.481194096,,,
00.518,2.024281796,,,
00.520,2.14244877,,,
00.522,2.229104551,,,
00.524,2.307882534,,,
00.526,2.410293912,,,
00.528,2.520583088,,,
00.530,2.686016851,,,
00.532,2.859328414,,,
00.534,2.575727676,,,
00.536,2.512705289,,,
00.538,2.103059779,,,
00.540,2.300004736,,,
00.542,2.426049508,,,
00.544,2.426049508,,,
00.546,2.583605474,,,
00.548,2.59936107,,,
00.550,2.749039238,,,
00.552,2.835695019,,,
00.554,2.654505658,,,
00.556,2.481194096,,,
00.558,2.173959963,,,
00.560,2.37090492,,,
00.562,2.449682903,,,
00.564,2.489071895,,,
00.566,2.583605474,,,
00.568,2.607238869,,,
00.570,2.764794834,,,
00.572,2.835695019,,,
00.574,2.670261255,,,
00.576,2.481194096,,,
00.578,2.134570972,,,
00.580,2.426049508,,,
00.582,2.504827491,,,
00.584,2.528460886,,,
00.586,2.662383457,,,
00.588,2.64662786,,,
00.590,2.898717405,,,
00.592,2.851450615,,,
00.594,2.64662786,,,
00.596,2.433927307,,,
00.598,2.150326569,,,
00.600,2.426049508,,,
00.602,2.504827491,,,
00.604,2.4654385,,,
00.606,2.654505658,,,
00.608,2.64662786,,,
00.610,2.890839607,,,
00.612,2.930228598,,,
00.614,2.741161439,,,
00.616,2.4654385,,,
00.618,2.118815375,,,
00.620,2.512705289,,,
00.622,2.607238869,,,
00.624,2.520583088,,,
00.626,2.780550431,,,
00.628,2.756917036,,,
00.630,2.914473001,,,
00.632,2.867206212,,,
00.634,2.717528045,,,
00.636,2.496949693,,,
00.638,2.18971556,,,
00.640,2.489071895,,,
00.642,2.520583088,,,
00.644,2.536338684,,,
00.646,2.686016851,,,
00.648,2.772672632,,,
00.650,2.945984195,,,
00.652,2.859328414,,,
00.654,2.725405843,,,
00.656,2.504827491,,,
00.658,2.284249139,,,
00.660,2.575727676,,,
00.662,2.575727676,,,
00.664,2.615116667,,,
00.666,2.812061624,,,
00.668,2.859328414,,,
00.670,3.095662362,,,
00.672,3.032639976,,,
00.674,2.780550431,,,
00.676,2.607238869,,,
00.678,2.363027122,,,
00.680,2.638750062,,,
00.682,2.615116667,,,
00.684,2.764794834,,,
00.686,2.9223508,,,
00.688,2.890839607,,,
00.690,3.142929151,,,
00.692,3.048395572,,,
00.694,2.906595203,,,
00.696,2.725405843,,,
00.698,2.496949693,,,
00.700,2.756917036,,,
00.702,2.749039238,,,
00.704,2.87508401,,,
00.706,2.961739791,,,
00.708,3.001128783,,,
00.710,3.33199631,,,
00.712,3.119295757,,,
00.714,3.087784564,,,
00.716,2.638750062,,,
00.718,2.607238869,,,
00.720,2.898717405,,,
00.722,2.851450615,,,
00.724,2.914473001,,,
00.726,3.032639976,,,
00.728,3.048395572,,,
00.730,3.3792631,,,
00.732,3.276851722,,,
00.734,3.087784564,,,
00.736,2.654505658,,,
00.738,2.686016851,,,
00.740,2.819939422,,,
00.742,2.780550431,,,
00.744,2.890839607,,,
00.746,3.05627337,,,
00.748,3.009006581,,,
00.750,3.213829336,,,
00.752,3.048395572,,,
00.754,2.9223508,,,
00.756,2.567849877,,,
00.758,2.473316298,,,
00.760,2.591483272,,,
00.762,2.575727676,,,
00.764,2.615116667,,,
00.766,2.812061624,,,
00.768,2.867206212,,,
00.770,2.977495388,,,
00.772,2.804183826,,,
00.774,2.701772448,,,
00.776,2.307882534,,,
00.778,2.363027122,,,
00.780,2.473316298,,,
00.782,2.481194096,,,
00.784,2.473316298,,,
00.786,2.622994465,,,
00.788,2.701772448,,,
00.790,2.835695019,,,
00.792,2.670261255,,,
00.794,2.536338684,,,
00.796,2.173959963,,,
00.798,2.331515929,,,
00.800,2.323638131,,,
00.802,2.347271526,,,
00.804,2.441805105,,,
00.806,2.670261255,,,
00.808,2.717528045,,,
00.810,2.717528045,,,
00.812,2.504827491,,,
00.814,2.457560701,,,
00.816,2.024281796,,,
00.818,2.244860148,,,
00.820,2.252737946,,,
00.822,2.284249139,,,
00.824,2.323638131,,,
00.826,2.449682903,,,
00.828,2.638750062,,,
00.830,2.709650246,,,
00.832,2.520583088,,,
00.834,2.378782719,,,
00.836,1.945503813,,,
00.838,2.126693174,,,
00.840,2.284249139,,,
00.842,2.260615744,,,
00.844,2.37090492,,,
00.846,2.355149324,,,
00.848,2.591483272,,,
00.850,2.662383457,,,
00.852,2.520583088,,,
00.854,2.378782719,,,
00.856,2.000648401,,,
00.858,2.181837762,,,
00.860,2.23698235,,,
00.862,2.300004736,,,
00.864,2.378782719,,,
00.866,2.489071895,,,
00.868,2.607238869,,,
00.870,2.567849877,,,
00.872,2.339393727,,,
00.874,2.14244877,,,
00.876,1.937626015,,,
00.878,2.126693174,,,
00.880,2.213348955,,,
00.882,2.244860148,,,
00.884,2.402416113,,,
00.886,2.449682903,,,
00.888,2.607238869,,,
00.890,2.59936107,,,
00.892,2.394538315,,,
00.894,2.260615744,,,
