Time (s),Signal (V),Peak Time (s) ,Sample #,Type
00.978,2.437413321,,,
00.980,2.392068484,,,
00.982,2.30137881,,,
00.984,2.271148919,,,
00.986,2.195574191,,,
00.988,2.195574191,,,
00.990,2.089769571,,,
00.992,2.135114408,,,
00.994,2.256033973,,,
00.996,2.437413321,,,
00.998,2.452528266,,,
01.000,2.467643212,,,
01.002,2.497873103,,,
01.004,2.482758158,,,
01.006,2.286263864,,,
01.008,2.150229354,,,
01.010,2.089769571,,,
01.012,2.225804082,,,
01.014,2.256033973,,,
01.016,2.467643212,,,
01.018,2.603677722,,,
01.020,2.649022559,,,
01.022,2.497873103,,,
01.024,2.286263864,,,
01.026,2.316493756,,,
01.028,2.1653443,,,
01.030,2.1653443,,,
01.032,2.286263864,,,
01.034,2.331608701,,,
01.036,2.512988049,,,
01.038,2.558332886,,,
01.040,2.618792668,,,
01.042,2.618792668,,,
01.044,2.54321794,,,
01.046,2.376953538,,,
01.048,2.331608701,,,
01.050,2.286263864,,,
01.052,2.331608701,,,
01.054,2.30137881,,,
01.056,2.467643212,,,
01.058,2.54321794,,,
01.060,2.497873103,,,
01.062,2.437413321,,,
01.064,2.452528266,,,
01.066,2.271148919,,,
01.068,2.180459245,,,
01.070,1.92350517,,,
01.072,2.104884517,,,
01.074,2.180459245,,,
01.076,2.361838593,,,
01.078,2.467643212,,,
01.080,2.422298375,,,
01.082,2.392068484,,,
01.084,2.376953538,,,
01.086,2.1653443,,,
01.088,2.119999463,,,
01.090,2.089769571,,,
01.092,1.983964952,,,
01.094,1.983964952,,,
01.096,2.286263864,,,
01.098,2.437413321,,,
01.100,2.467643212,,,
01.102,2.316493756,,,
01.104,2.331608701,,,
01.106,2.074654626,,,
01.108,2.029309789,,,
01.110,2.074654626,,,
01.112,2.05953968,,,
01.114,2.119999463,,,
01.116,2.392068484,,,
01.118,2.392068484,,,
01.120,2.286263864,,,
01.122,2.225804082,,,
01.124,2.286263864,,,
01.126,2.05953968,,,
01.128,2.044424735,,,
01.130,2.014194843,,,
01.132,1.983964952,,,
01.134,2.180459245,,,
01.136,2.286263864,,,
01.138,2.286263864,,,
01.140,2.331608701,,,
01.142,2.346723647,,,
01.144,2.286263864,,,
01.146,2.074654626,,,
01.148,1.878160333,,,
01.150,1.908390224,,,
01.152,2.029309789,,,
01.154,2.014194843,,,
01.156,2.271148919,,,
01.158,2.271148919,,,
01.160,2.271148919,,,
01.162,2.225804082,,,
01.164,2.044424735,,,
01.166,2.029309789,,,
01.168,2.089769571,,,
01.170,2.240919028,,,
01.172,2.497873103,,,
01.174,2.679252451,,,
01.176,3.087355982,,,
01.178,3.40476984,,,
01.180,3.540804351,,,
01.182,3.827988317,,,
01.184,4.190747012,,,
01.186,4.432586142,,,
01.188,4.538390761,,,
01.190,4.493045925,,,
01.192,4.432586142,,,
01.194,4.341896468,,,
01.196,4.281436686,,,
01.198,4.009367665,,,
01.200,3.767528535,,,
01.202,3.389654895,,,
01.204,2.845516852,,,
01.206,2.30137881,,,
01.208,1.953735061,,,
01.210,1.772355714,,,
01.212,1.742125822,,,
01.214,1.908390224,,,
01.216,1.983964952,,,
01.218,2.180459245,,,
01.220,2.286263864,,,
01.222,2.271148919,,,
01.224,2.210689136,,,
01.226,2.256033973,,,
01.228,2.1653443,,,
01.230,2.135114408,,,
01.232,2.119999463,,,
01.234,2.225804082,,,
01.236,2.30137881,,,
01.238,2.467643212,,,
01.240,2.376953538,,,
01.242,2.361838593,,,
01.244,2.30137881,,,
01.246,2.271148919,,,
01.248,2.240919028,,,
01.250,2.119999463,,,
01.252,1.999079898,,,
01.254,2.225804082,,,
01.256,2.497873103,,,
01.258,2.407183429,,,
01.260,2.512988049,,,
01.262,2.482758158,,,
01.264,2.331608701,,,
01.266,2.195574191,,,
01.268,2.1653443,,,
01.270,2.1653443,,,
01.272,2.195574191,,,
01.274,2.422298375,,,
01.276,2.497873103,,,
01.278,2.54321794,,,
01.280,2.54321794,,,
01.282,2.512988049,,,
01.284,2.346723647,,,
01.286,2.225804082,,,
01.288,2.240919028,,,
01.290,2.210689136,,,
01.292,2.119999463,,,
01.294,2.392068484,,,
01.296,2.467643212,,,
01.298,2.558332886,,,
01.300,2.376953538,,,
01.302,2.482758158,,,
01.304,2.376953538,,,
01.306,2.225804082,,,
01.308,2.195574191,,,
01.310,2.256033973,,,
01.312,2.346723647,,,
01.314,2.528102994,,,
01.316,2.588562777,,,
01.318,2.664137505,,,
01.320,2.649022559,,,
01.322,2.497873103,,,
01.324,2.331608701,,,
01.326,2.316493756,,,
01.328,2.392068484,,,
01.330,2.392068484,,,
01.332,2.392068484,,,
01.334,2.694367396,,,
01.336,2.679252451,,,
01.338,2.724597287,,,
01.340,2.679252451,,,
01.342,2.694367396,,,
01.344,2.528102994,,,
01.346,2.467643212,,,
01.348,2.331608701,,,
01.350,2.331608701,,,
01.352,2.512988049,,,
01.354,2.769942124,,,
01.356,2.709482342,,,
01.358,2.800172015,,,
01.360,2.739712233,,,
01.362,2.800172015,,,
01.364,2.573447831,,,
01.366,2.528102994,,,
01.368,2.558332886,,,
01.370,2.573447831,,,
01.372,2.694367396,,,
01.374,2.92109158,,,
01.376,2.966436417,,,
01.378,3.011781254,,,
01.380,2.92109158,,,
01.382,2.951321472,,,
01.384,2.875746744,,,
01.386,2.739712233,,,
01.388,2.709482342,,,
01.390,2.830401907,,,
01.392,2.981551363,,,
01.394,3.193160601,,,
01.396,3.208275547,,,
01.398,3.283850275,,,
01.400,3.208275547,,,
01.402,3.117585873,,,
01.404,3.042011145,,,
01.406,2.966436417,,,
01.408,2.951321472,,,
01.410,3.087355982,,,
01.412,3.132700819,,,
01.414,3.26873533,,,
01.416,3.359425003,,,
01.418,3.359425003,,,
01.420,3.374539949,,,
01.422,3.283850275,,,
01.424,3.011781254,,,
01.426,3.011781254,,,
01.428,2.981551363,,,
01.430,3.011781254,,,
01.432,3.0268962,,,
01.434,3.193160601,,,
01.436,3.253620384,,,
01.438,3.223390493,,,
01.440,3.132700819,,,
01.442,3.042011145,,,
01.444,2.78505707,,,
01.446,2.754827179,,,
01.448,2.664137505,,,
01.450,2.664137505,,,
01.452,2.709482342,,,
01.454,2.875746744,,,
01.456,2.875746744,,,
01.458,2.830401907,,,
01.460,2.724597287,,,
01.462,2.649022559,,,
01.464,2.422298375,,,
01.466,2.361838593,,,
01.468,2.376953538,,,
01.470,2.376953538,,,
01.472,2.452528266,,,
01.474,2.603677722,,,
01.476,2.633907614,,,
01.478,2.588562777,,,
01.480,2.512988049,,,
01.482,2.467643212,,,
01.484,2.256033973,,,
01.486,2.180459245,,,
01.488,2.180459245,,,
01.490,2.195574191,,,
01.492,2.286263864,,,
01.494,2.452528266,,,
01.496,2.482758158,,,
01.498,2.467643212,,,
01.500,2.437413321,,,
01.502,2.331608701,,,
01.504,2.180459245,,,
01.506,2.119999463,,,
01.508,2.150229354,,,
01.510,2.150229354,,,
01.512,2.240919028,,,
01.514,2.361838593,,,
01.516,2.240919028,,,
01.518,2.346723647,,,
01.520,2.361838593,,,
01.522,2.361838593,,,
01.524,2.256033973,,,
01.526,2.089769571,,,
01.528,2.05953968,,,
01.530,2.150229354,,,
01.532,2.271148919,,,
01.534,2.346723647,,,
01.536,2.407183429,,,
01.538,2.452528266,,,
01.540,2.437413321,,,
01.542,2.316493756,,,
01.544,2.240919028,,,
01.546,2.225804082,,,
01.548,2.05953968,,,
01.550,2.135114408,,,
01.552,2.286263864,,,
01.554,2.437413321,,,
01.556,2.482758158,,,
01.558,2.54321794,,,
01.560,2.422298375,,,
01.562,2.089769571,,,
01.564,1.999079898,,,
01.566,2.104884517,,,
01.568,2.135114408,,,
01.570,2.150229354,,,
01.572,2.407183429,,,
01.574,2.512988049,,,
01.576,2.512988049,,,
01.578,2.512988049,,,
01.580,2.482758158,,,
01.582,2.316493756,,,
01.584,2.225804082,,,
01.586,2.1653443,,,
01.588,2.180459245,,,
01.590,2.195574191,,,
01.592,2.361838593,,,
01.594,2.54321794,,,
01.596,2.376953538,,,
01.598,2.407183429,,,
01.600,2.467643212,,,
01.602,2.30137881,,,
01.604,2.180459245,,,
01.606,2.150229354,,,
01.608,2.225804082,,,
01.610,2.180459245,,,
01.612,2.346723647,,,
01.614,2.452528266,,,
01.616,2.54321794,,,
01.618,2.512988049,,,
01.620,2.467643212,,,
01.622,2.30137881,,,
01.624,2.210689136,,,
01.626,2.195574191,,,
01.628,2.225804082,,,
01.630,2.331608701,,,
01.632,2.452528266,,,
01.634,2.135114408,,,
01.636,2.316493756,,,
01.638,2.558332886,,,
01.640,2.497873103,,,
01.642,2.271148919,,,
01.644,2.104884517,,,
01.646,2.135114408,,,
01.648,2.180459245,,,
01.650,2.150229354,,,
01.652,2.346723647,,,
01.654,2.437413321,,,
01.656,2.558332886,,,
01.658,2.497873103,,,
01.660,2.392068484,,,
01.662,2.256033973,,,
01.664,2.150229354,,,
