Time (s),Signal (V),Peak Time (s) ,Sample #,Type
1.498,3.042440421,,,
1.500,2.736368421,,,
1.502,2.510841684,,,
1.504,2.494732632,,,
1.506,2.623605053,,,
1.508,2.865240842,,,
1.510,3.122985684,,,
1.512,3.203530947,,,
1.514,3.171312842,,,
1.516,2.945786105,,,
1.518,2.752477474,,,
1.520,2.398078316,,,
1.522,2.236987789,,,
1.524,2.172551579,,,
1.526,2.317533053,,,
1.528,2.543059789,,,
1.530,2.816913684,,,
1.532,2.978004211,,,
1.534,2.897458947,,,
1.536,2.736368421,,,
1.538,2.494732632,,,
1.540,2.156442526,,,
1.542,2.011461053,,,
1.544,2.027570105,,,
1.546,2.172551579,,,
1.548,2.446405474,,,
1.550,2.752477474,,,
1.552,2.849131789,,,
1.554,2.784695579,,,
1.556,2.623605053,,,
1.558,2.381969263,,,
1.560,2.108115368,,,
1.562,1.995352,,,
1.564,1.979242947,,,
1.566,2.188660632,,,
1.568,2.494732632,,,
1.570,2.736368421,,,
1.572,2.800804632,,,
1.574,2.784695579,,,
1.576,2.607496,,,
1.578,2.285314947,,,
1.580,2.043679158,,,
1.582,1.947024842,,,
1.584,2.011461053,,,
1.586,2.172551579,,,
1.588,2.430296421,,,
1.590,2.768586526,,,
1.592,2.881349895,,,
1.594,2.833022737,,,
1.596,2.623605053,,,
1.598,2.301424,,,
1.600,2.043679158,,,
1.602,2.027570105,,,
1.604,1.963133895,,,
1.606,2.204769684,,,
1.608,2.543059789,,,
1.610,2.752477474,,,
1.612,2.865240842,,,
1.614,2.800804632,,,
1.616,2.655823158,,,
1.618,2.333642105,,,
1.620,2.075897263,,,
1.622,2.011461053,,,
1.624,2.075897263,,,
1.626,2.253096842,,,
1.628,2.591386947,,,
1.630,2.800804632,,,
1.632,2.849131789,,,
1.634,2.800804632,,,
1.636,2.671932211,,,
1.638,2.349751158,,,
1.640,2.059788211,,,
1.642,1.979242947,,,
1.644,2.059788211,,,
1.646,2.236987789,,,
1.648,2.575277895,,,
1.650,2.816913684,,,
1.652,2.865240842,,,
1.654,2.784695579,,,
1.656,2.607496,,,
1.658,2.269205895,,,
1.660,2.108115368,,,
1.662,1.963133895,,,
1.664,2.092006316,,,
1.666,2.236987789,,,
1.668,2.559168842,,,
1.670,2.752477474,,,
1.672,2.865240842,,,
1.674,2.784695579,,,
1.676,2.607496,,,
1.678,2.236987789,,,
1.680,2.011461053,,,
1.682,1.963133895,,,
1.684,2.059788211,,,
1.686,2.269205895,,,
1.688,2.559168842,,,
1.690,2.720259368,,,
1.692,2.849131789,,,
1.694,2.688041263,,,
1.696,2.591386947,,,
1.698,2.156442526,,,
1.700,1.979242947,,,
1.702,1.914806737,,,
1.704,2.011461053,,,
1.706,2.204769684,,,
1.708,2.559168842,,,
1.710,2.768586526,,,
1.712,2.816913684,,,
1.714,2.704150316,,,
1.716,2.510841684,,,
1.718,2.188660632,,,
1.720,1.995352,,,
1.722,1.882588632,,,
1.724,2.075897263,,,
1.726,2.269205895,,,
1.728,2.607496,,,
1.730,2.784695579,,,
1.732,2.736368421,,,
1.734,2.655823158,,,
1.736,2.462514526,,,
1.738,2.140333474,,,
1.740,1.963133895,,,
1.742,1.914806737,,,
1.744,2.059788211,,,
1.746,2.220878737,,,
1.748,2.559168842,,,
1.750,2.736368421,,,
1.752,2.784695579,,,
1.754,2.607496,,,
1.756,2.494732632,,,
1.758,2.075897263,,,
1.760,1.930915789,,,
1.762,1.882588632,,,
1.764,2.043679158,,,
1.766,2.253096842,,,
1.768,2.575277895,,,
1.770,2.784695579,,,
1.772,2.784695579,,,
1.774,2.591386947,,,
1.776,2.430296421,,,
1.778,2.059788211,,,
1.780,1.930915789,,,
1.782,1.963133895,,,
1.784,2.156442526,,,
1.786,2.301424,,,
1.788,2.639714105,,,
1.790,2.833022737,,,
1.792,2.849131789,,,
1.794,2.720259368,,,
1.796,2.559168842,,,
1.798,2.124224421,,,
1.800,2.011461053,,,
1.802,2.027570105,,,
1.804,2.188660632,,,
1.806,2.430296421,,,
1.808,2.736368421,,,
1.810,2.897458947,,,
1.812,2.929677053,,,
1.814,2.752477474,,,
1.816,2.494732632,,,
1.818,2.156442526,,,
1.820,2.075897263,,,
1.822,2.075897263,,,
1.824,2.172551579,,,
1.826,2.381969263,,,
1.828,2.688041263,,,
1.830,2.800804632,,,
1.832,2.784695579,,,
1.834,2.639714105,,,
1.836,2.365860211,,,
1.838,2.043679158,,,
1.840,1.947024842,,,
1.842,1.963133895,,,
1.844,2.092006316,,,
1.846,2.333642105,,,
1.848,2.607496,,,
1.850,2.720259368,,,
1.852,2.720259368,,,
1.854,2.543059789,,,
1.856,2.285314947,,,
1.858,1.995352,,,
1.860,1.898697684,,,
1.862,1.882588632,,,
1.864,2.059788211,,,
1.866,2.333642105,,,
1.868,2.623605053,,,
1.870,2.768586526,,,
1.872,2.704150316,,,
1.874,2.559168842,,,
1.876,2.236987789,,,
1.878,2.011461053,,,
1.880,1.866479579,,,
1.882,1.930915789,,,
1.884,2.124224421,,,
1.886,2.365860211,,,
1.888,2.688041263,,,
1.890,2.720259368,,,
1.892,2.704150316,,,
1.894,2.559168842,,,
1.896,2.285314947,,,
1.898,1.947024842,,,
1.900,1.898697684,,,
1.902,1.882588632,,,
1.904,2.059788211,,,
1.906,2.317533053,,,
1.908,2.559168842,,,
1.910,2.623605053,,,
1.912,2.559168842,,,
1.914,2.349751158,,,
1.916,2.011461053,,,
1.918,1.785934316,,,
1.920,1.721498105,,,
1.922,1.914806737,,,
1.924,2.285314947,,,
1.926,2.849131789,,,
1.928,3.364621474,,,
1.930,3.670693474,,,
1.932,3.864002105,,,
1.934,4.041201684,,,
1.936,3.944547368,,,
1.938,3.702911579,,,
1.940,3.541821053,,,
1.942,3.364621474,,,
1.944,3.155203789,,,
1.946,3.348512421,,,
1.948,3.461275789,,,
1.950,3.332403368,,,
1.952,2.994113263,,,
1.954,2.446405474,,,
1.956,1.657061895,,,
1.958,1.399317053,,,
1.960,1.350989895,,,
1.962,1.447644211,,,
1.964,1.657061895,,,
1.966,2.011461053,,,
1.968,2.220878737,,,
1.970,2.349751158,,,
1.972,2.269205895,,,
1.974,2.236987789,,,
1.976,1.930915789,,,
1.978,1.802043368,,,
1.980,1.802043368,,,
1.982,1.914806737,,,
1.984,2.092006316,,,
1.986,2.462514526,,,
1.988,2.655823158,,,
1.990,2.768586526,,,
1.992,2.671932211,,,
1.994,2.575277895,,,
1.996,2.172551579,,,
